PAIS,SEXO,RAZA,ANALFABETOS,ALFABETOS,ID_Demografia,ID_Zona
Panama,mujeres,INDIGENAS,2951,4259,6645,1
Panama,mujeres,INDIGENAS,1352,3057,6646,1
Panama,mujeres,INDIGENAS,447,3374,6647,1
Panama,mujeres,INDIGENAS,176,5358,6648,1
Panama,mujeres,INDIGENAS,262,6058,6649,1
Panama,mujeres,INDIGENAS,961,5167,6650,1
Panama,mujeres,INDIGENAS,1035,2800,6651,1
Panama,mujeres,INDIGENAS,74,7337,6652,1
Panama,mujeres,INDIGENAS,2335,1995,6653,1
Panama,mujeres,INDIGENAS,1563,4887,6654,1
Panama,mujeres,INDIGENAS,889,6516,6655,1
Panama,mujeres,INDIGENAS,2893,3832,6656,1
Panama,mujeres,INDIGENAS,2330,5744,6657,1
Panama,mujeres,INDIGENAS,1265,5705,6658,1
GUATEMALA,mujeres,INDIGENAS,2352,2154,6659,1
GUATEMALA,mujeres,INDIGENAS,476,6161,6660,1
GUATEMALA,mujeres,INDIGENAS,1338,3987,6661,1
GUATEMALA,mujeres,INDIGENAS,561,3886,6662,1
GUATEMALA,mujeres,INDIGENAS,1670,6445,6663,1
GUATEMALA,mujeres,INDIGENAS,2294,2838,6664,1
GUATEMALA,mujeres,INDIGENAS,8,3653,6665,1
GUATEMALA,mujeres,INDIGENAS,330,3319,6666,1
GUATEMALA,mujeres,INDIGENAS,764,5598,6667,1
GUATEMALA,mujeres,INDIGENAS,1604,5838,6668,1
GUATEMALA,mujeres,INDIGENAS,630,5335,6669,1
GUATEMALA,mujeres,INDIGENAS,34,5187,6670,1
GUATEMALA,mujeres,INDIGENAS,960,1416,6671,1
GUATEMALA,mujeres,INDIGENAS,1491,4527,6672,1
GUATEMALA,mujeres,INDIGENAS,1279,3372,6673,1
GUATEMALA,mujeres,INDIGENAS,1577,5991,6674,1
GUATEMALA,mujeres,INDIGENAS,610,3138,6675,1
GUATEMALA,mujeres,INDIGENAS,1701,4319,6676,1
GUATEMALA,mujeres,INDIGENAS,2076,2189,6677,1
GUATEMALA,mujeres,INDIGENAS,857,5832,6678,1
GUATEMALA,mujeres,INDIGENAS,513,5390,6679,1
GUATEMALA,mujeres,INDIGENAS,597,5864,6680,1
GUATEMALA,mujeres,INDIGENAS,1284,3667,6681,1
GUATEMALA,mujeres,INDIGENAS,1624,3783,6682,1
GUATEMALA,mujeres,INDIGENAS,1858,2451,6683,1
GUATEMALA,mujeres,INDIGENAS,1513,6529,6684,1
GUATEMALA,mujeres,INDIGENAS,1552,3497,6685,1
GUATEMALA,mujeres,INDIGENAS,2149,3477,6686,1
GUATEMALA,mujeres,INDIGENAS,2244,1808,6687,1
GUATEMALA,mujeres,INDIGENAS,2360,3190,6688,1
GUATEMALA,mujeres,INDIGENAS,2445,5846,6689,1
GUATEMALA,mujeres,INDIGENAS,711,6476,6690,1
GUATEMALA,mujeres,INDIGENAS,2485,8111,6691,1
GUATEMALA,mujeres,INDIGENAS,2865,4588,6692,1
GUATEMALA,mujeres,INDIGENAS,2753,4614,6693,1
GUATEMALA,mujeres,INDIGENAS,205,8103,6694,1
GUATEMALA,mujeres,INDIGENAS,2812,4129,6695,1
GUATEMALA,mujeres,INDIGENAS,825,5477,6696,1
GUATEMALA,mujeres,INDIGENAS,2435,3117,6697,1
GUATEMALA,mujeres,INDIGENAS,2627,6688,6698,1
GUATEMALA,mujeres,INDIGENAS,2433,5158,6699,1
GUATEMALA,mujeres,INDIGENAS,176,6614,6700,1
GUATEMALA,mujeres,INDIGENAS,1719,4228,6701,1
GUATEMALA,mujeres,INDIGENAS,2007,3692,6702,1
GUATEMALA,mujeres,INDIGENAS,757,6417,6703,1
GUATEMALA,mujeres,INDIGENAS,2006,6627,6704,1
GUATEMALA,mujeres,INDIGENAS,2314,3010,6705,1
GUATEMALA,mujeres,INDIGENAS,526,4175,6706,1
GUATEMALA,mujeres,INDIGENAS,2732,2452,6707,1
GUATEMALA,mujeres,INDIGENAS,1628,5657,6708,1
GUATEMALA,mujeres,INDIGENAS,1957,6446,6709,1
GUATEMALA,mujeres,INDIGENAS,1807,4225,6710,1
GUATEMALA,mujeres,INDIGENAS,2640,3366,6711,1
GUATEMALA,mujeres,INDIGENAS,2060,3660,6712,1
GUATEMALA,mujeres,INDIGENAS,860,6894,6713,1
GUATEMALA,mujeres,INDIGENAS,1280,1593,6714,1
GUATEMALA,mujeres,INDIGENAS,1653,6091,6715,1
GUATEMALA,mujeres,INDIGENAS,1173,1729,6716,1
GUATEMALA,mujeres,INDIGENAS,2672,4572,6717,1
GUATEMALA,mujeres,INDIGENAS,2908,2743,6718,1
GUATEMALA,mujeres,INDIGENAS,1561,3862,6719,1
GUATEMALA,mujeres,INDIGENAS,17,3673,6720,1
GUATEMALA,mujeres,INDIGENAS,2385,6708,6721,1
GUATEMALA,mujeres,INDIGENAS,638,3350,6722,1
GUATEMALA,mujeres,INDIGENAS,1443,5973,6723,1
GUATEMALA,mujeres,INDIGENAS,2454,6840,6724,1
GUATEMALA,mujeres,INDIGENAS,1185,5257,6725,1
GUATEMALA,mujeres,INDIGENAS,962,2715,6726,1
GUATEMALA,mujeres,INDIGENAS,2430,3851,6727,1
GUATEMALA,mujeres,INDIGENAS,2165,3217,6728,1
GUATEMALA,mujeres,INDIGENAS,1476,6600,6729,1
GUATEMALA,mujeres,INDIGENAS,1815,2715,6730,1
GUATEMALA,mujeres,INDIGENAS,2224,2246,6731,1
GUATEMALA,mujeres,INDIGENAS,1309,5927,6732,1
GUATEMALA,mujeres,INDIGENAS,2774,5179,6733,1
GUATEMALA,mujeres,INDIGENAS,2221,7513,6734,1
GUATEMALA,mujeres,INDIGENAS,1482,4313,6735,1
GUATEMALA,mujeres,INDIGENAS,2317,2350,6736,1
GUATEMALA,mujeres,INDIGENAS,1831,4438,6737,1
GUATEMALA,mujeres,INDIGENAS,2852,6537,6738,1
GUATEMALA,mujeres,INDIGENAS,60,4409,6739,1
GUATEMALA,mujeres,INDIGENAS,2500,2465,6740,1
GUATEMALA,mujeres,INDIGENAS,1131,2779,6741,1
GUATEMALA,mujeres,INDIGENAS,2212,2758,6742,1
GUATEMALA,mujeres,INDIGENAS,2790,5991,6743,1
GUATEMALA,mujeres,INDIGENAS,900,5467,6744,1
GUATEMALA,mujeres,INDIGENAS,2508,2773,6745,1
GUATEMALA,mujeres,INDIGENAS,1959,3579,6746,1
GUATEMALA,mujeres,INDIGENAS,307,3791,6747,1
GUATEMALA,mujeres,INDIGENAS,1700,1168,6748,1
GUATEMALA,mujeres,INDIGENAS,2329,2734,6749,1
GUATEMALA,mujeres,INDIGENAS,629,6200,6750,1
GUATEMALA,mujeres,INDIGENAS,2659,5720,6751,1
GUATEMALA,mujeres,INDIGENAS,287,2756,6752,1
GUATEMALA,mujeres,INDIGENAS,1324,3618,6753,1
GUATEMALA,mujeres,INDIGENAS,314,6015,6754,1
GUATEMALA,mujeres,INDIGENAS,831,7930,6755,1
GUATEMALA,mujeres,INDIGENAS,2191,5693,6756,1
GUATEMALA,mujeres,INDIGENAS,1390,5361,6757,1
GUATEMALA,mujeres,INDIGENAS,768,6773,6758,1
GUATEMALA,mujeres,INDIGENAS,2763,6707,6759,1
GUATEMALA,mujeres,INDIGENAS,2215,4456,6760,1
GUATEMALA,mujeres,INDIGENAS,2396,7194,6761,1
GUATEMALA,mujeres,INDIGENAS,1866,3070,6762,1
GUATEMALA,mujeres,INDIGENAS,2756,5571,6763,1
GUATEMALA,mujeres,INDIGENAS,1636,2600,6764,1
GUATEMALA,mujeres,INDIGENAS,2585,4966,6765,1
GUATEMALA,mujeres,INDIGENAS,1051,4491,6766,1
GUATEMALA,mujeres,INDIGENAS,1408,3928,6767,1
GUATEMALA,mujeres,INDIGENAS,1280,5352,6768,1
GUATEMALA,mujeres,INDIGENAS,2655,4087,6769,1
GUATEMALA,mujeres,INDIGENAS,1226,4119,6770,1
GUATEMALA,mujeres,INDIGENAS,2333,4837,6771,1
GUATEMALA,mujeres,INDIGENAS,1964,5648,6772,1
GUATEMALA,mujeres,INDIGENAS,413,5754,6773,1
GUATEMALA,mujeres,INDIGENAS,1324,1669,6774,1
GUATEMALA,mujeres,INDIGENAS,2807,7811,6775,1
GUATEMALA,mujeres,INDIGENAS,1138,6890,6776,1
GUATEMALA,mujeres,INDIGENAS,1412,4352,6777,1
GUATEMALA,mujeres,INDIGENAS,2035,5685,6778,1
GUATEMALA,mujeres,INDIGENAS,2582,6414,6779,1
GUATEMALA,mujeres,INDIGENAS,2239,4919,6780,1
GUATEMALA,mujeres,INDIGENAS,711,6095,6781,1
GUATEMALA,mujeres,INDIGENAS,1438,5507,6782,1
GUATEMALA,mujeres,INDIGENAS,291,5592,6783,1
GUATEMALA,mujeres,INDIGENAS,982,6814,6784,1
GUATEMALA,mujeres,INDIGENAS,1547,5076,6785,1
GUATEMALA,mujeres,INDIGENAS,1280,6973,6786,1
GUATEMALA,mujeres,INDIGENAS,1354,4887,6787,1
GUATEMALA,mujeres,INDIGENAS,1948,4649,6788,1
GUATEMALA,mujeres,INDIGENAS,2424,4772,6789,1
GUATEMALA,mujeres,INDIGENAS,900,5654,6790,1
GUATEMALA,mujeres,INDIGENAS,1412,5021,6791,1
GUATEMALA,mujeres,INDIGENAS,692,5735,6792,1
GUATEMALA,mujeres,INDIGENAS,1629,4762,6793,1
GUATEMALA,mujeres,INDIGENAS,2551,3616,6794,1
GUATEMALA,mujeres,INDIGENAS,1480,5108,6795,1
GUATEMALA,mujeres,INDIGENAS,754,1727,6796,1
GUATEMALA,mujeres,INDIGENAS,2361,6013,6797,1
GUATEMALA,mujeres,INDIGENAS,1463,4644,6798,1
GUATEMALA,mujeres,INDIGENAS,162,5459,6799,1
GUATEMALA,mujeres,INDIGENAS,2203,4002,6800,1
GUATEMALA,mujeres,INDIGENAS,2036,6023,6801,1
GUATEMALA,mujeres,INDIGENAS,205,3977,6802,1
GUATEMALA,mujeres,INDIGENAS,1957,5487,6803,1
GUATEMALA,mujeres,INDIGENAS,2835,3706,6804,1
GUATEMALA,mujeres,INDIGENAS,2393,3896,6805,1
GUATEMALA,mujeres,INDIGENAS,2113,5192,6806,1
GUATEMALA,mujeres,INDIGENAS,2508,5296,6807,1
GUATEMALA,mujeres,INDIGENAS,2790,7496,6808,1
GUATEMALA,mujeres,INDIGENAS,231,7830,6809,1
GUATEMALA,mujeres,INDIGENAS,182,6730,6810,1
GUATEMALA,mujeres,INDIGENAS,37,5757,6811,1
GUATEMALA,mujeres,INDIGENAS,1700,4282,6812,1
GUATEMALA,mujeres,INDIGENAS,2516,3850,6813,1
GUATEMALA,mujeres,INDIGENAS,1122,2851,6814,1
GUATEMALA,mujeres,INDIGENAS,2111,2753,6815,1
GUATEMALA,mujeres,INDIGENAS,1520,6992,6816,1
GUATEMALA,mujeres,INDIGENAS,2638,2790,6817,1
GUATEMALA,mujeres,INDIGENAS,7,5082,6818,1
GUATEMALA,mujeres,INDIGENAS,1918,3442,6819,1
GUATEMALA,mujeres,INDIGENAS,2076,6867,6820,1
GUATEMALA,mujeres,INDIGENAS,1046,2414,6821,1
GUATEMALA,mujeres,INDIGENAS,353,3374,6822,1
GUATEMALA,mujeres,INDIGENAS,1995,5727,6823,1
GUATEMALA,mujeres,INDIGENAS,1889,4737,6824,1
GUATEMALA,mujeres,INDIGENAS,313,4326,6825,1
GUATEMALA,mujeres,INDIGENAS,1011,5365,6826,1
GUATEMALA,mujeres,INDIGENAS,308,3627,6827,1
GUATEMALA,mujeres,INDIGENAS,1316,4508,6828,1
GUATEMALA,mujeres,INDIGENAS,565,2724,6829,1
GUATEMALA,mujeres,INDIGENAS,2207,1968,6830,1
GUATEMALA,mujeres,INDIGENAS,1166,3540,6831,1
GUATEMALA,mujeres,INDIGENAS,449,4257,6832,1
GUATEMALA,mujeres,INDIGENAS,57,3894,6833,1
GUATEMALA,mujeres,INDIGENAS,921,2498,6834,1
GUATEMALA,mujeres,INDIGENAS,2952,7767,6835,1
GUATEMALA,mujeres,INDIGENAS,1155,5132,6836,1
GUATEMALA,mujeres,INDIGENAS,1888,5151,6837,1
GUATEMALA,mujeres,INDIGENAS,1082,2936,6838,1
GUATEMALA,mujeres,INDIGENAS,2557,2977,6839,1
GUATEMALA,mujeres,INDIGENAS,1571,4981,6840,1
GUATEMALA,mujeres,INDIGENAS,2827,5916,6841,1
GUATEMALA,mujeres,INDIGENAS,1895,3790,6842,1
GUATEMALA,mujeres,INDIGENAS,2355,2609,6843,1
GUATEMALA,mujeres,INDIGENAS,460,1549,6844,1
GUATEMALA,mujeres,INDIGENAS,1656,5921,6845,1
GUATEMALA,mujeres,INDIGENAS,1212,4976,6846,1
GUATEMALA,mujeres,INDIGENAS,770,5652,6847,1
GUATEMALA,mujeres,INDIGENAS,2610,5233,6848,1
GUATEMALA,mujeres,INDIGENAS,2096,2968,6849,1
GUATEMALA,mujeres,INDIGENAS,2940,5087,6850,1
GUATEMALA,mujeres,INDIGENAS,1701,4554,6851,1
GUATEMALA,mujeres,INDIGENAS,673,7132,6852,1
GUATEMALA,mujeres,INDIGENAS,941,5288,6853,1
GUATEMALA,mujeres,INDIGENAS,1438,2335,6854,1
GUATEMALA,mujeres,INDIGENAS,1246,5311,6855,1
GUATEMALA,mujeres,INDIGENAS,2728,5845,6856,1
GUATEMALA,mujeres,INDIGENAS,2255,4675,6857,1
GUATEMALA,mujeres,INDIGENAS,2076,2941,6858,1
GUATEMALA,mujeres,INDIGENAS,1565,3862,6859,1
GUATEMALA,mujeres,INDIGENAS,620,5946,6860,1
GUATEMALA,mujeres,INDIGENAS,1356,4184,6861,1
GUATEMALA,mujeres,INDIGENAS,1785,3679,6862,1
GUATEMALA,mujeres,INDIGENAS,2261,2840,6863,1
GUATEMALA,mujeres,INDIGENAS,750,4722,6864,1
GUATEMALA,mujeres,INDIGENAS,505,3673,6865,1
GUATEMALA,mujeres,INDIGENAS,833,4786,6866,1
GUATEMALA,mujeres,INDIGENAS,737,5550,6867,1
GUATEMALA,mujeres,INDIGENAS,448,3140,6868,1
GUATEMALA,mujeres,INDIGENAS,1590,5303,6869,1
GUATEMALA,mujeres,INDIGENAS,2593,3901,6870,1
GUATEMALA,mujeres,INDIGENAS,2387,2746,6871,1
GUATEMALA,mujeres,INDIGENAS,241,3180,6872,1
GUATEMALA,mujeres,INDIGENAS,2817,4119,6873,1
GUATEMALA,mujeres,INDIGENAS,287,4545,6874,1
GUATEMALA,mujeres,INDIGENAS,2099,3549,6875,1
GUATEMALA,mujeres,INDIGENAS,1546,7191,6876,1
GUATEMALA,mujeres,INDIGENAS,1263,1794,6877,1
GUATEMALA,mujeres,INDIGENAS,192,2781,6878,1
GUATEMALA,mujeres,INDIGENAS,128,5549,6879,1
GUATEMALA,mujeres,INDIGENAS,1088,5996,6880,1
GUATEMALA,mujeres,INDIGENAS,1265,4315,6881,1
GUATEMALA,mujeres,INDIGENAS,1806,4235,6882,1
GUATEMALA,mujeres,INDIGENAS,1401,3797,6883,1
GUATEMALA,mujeres,INDIGENAS,2766,3645,6884,1
GUATEMALA,mujeres,INDIGENAS,2556,4859,6885,1
GUATEMALA,mujeres,INDIGENAS,1039,3977,6886,1
GUATEMALA,mujeres,INDIGENAS,1801,6894,6887,1
GUATEMALA,mujeres,INDIGENAS,1673,2042,6888,1
GUATEMALA,mujeres,INDIGENAS,2200,5335,6889,1
GUATEMALA,mujeres,INDIGENAS,89,4705,6890,1
GUATEMALA,mujeres,INDIGENAS,464,4566,6891,1
GUATEMALA,mujeres,INDIGENAS,1040,4381,6892,1
GUATEMALA,mujeres,INDIGENAS,2691,2301,6893,1
GUATEMALA,mujeres,INDIGENAS,2850,3328,6894,1
GUATEMALA,mujeres,INDIGENAS,2286,1900,6895,1
GUATEMALA,mujeres,INDIGENAS,2268,3248,6896,1
GUATEMALA,mujeres,INDIGENAS,1405,3617,6897,1
GUATEMALA,mujeres,INDIGENAS,1274,7694,6898,1
GUATEMALA,mujeres,INDIGENAS,2963,5866,6899,1
GUATEMALA,mujeres,INDIGENAS,434,2776,6900,1
GUATEMALA,mujeres,INDIGENAS,2365,3969,6901,1
GUATEMALA,mujeres,INDIGENAS,2890,4133,6902,1
GUATEMALA,mujeres,INDIGENAS,883,3255,6903,1
GUATEMALA,mujeres,INDIGENAS,26,3668,6904,1
GUATEMALA,mujeres,INDIGENAS,1409,3250,6905,1
GUATEMALA,mujeres,INDIGENAS,1661,6294,6906,1
GUATEMALA,mujeres,INDIGENAS,1042,4621,6907,1
GUATEMALA,mujeres,INDIGENAS,520,4125,6908,1
GUATEMALA,mujeres,INDIGENAS,1331,5249,6909,1
GUATEMALA,mujeres,INDIGENAS,517,6341,6910,1
GUATEMALA,mujeres,INDIGENAS,2816,3164,6911,1
GUATEMALA,mujeres,INDIGENAS,115,4520,6912,1
GUATEMALA,mujeres,INDIGENAS,523,2264,6913,1
GUATEMALA,mujeres,INDIGENAS,1380,3730,6914,1
GUATEMALA,mujeres,INDIGENAS,1131,3374,6915,1
GUATEMALA,mujeres,INDIGENAS,1880,7919,6916,1
GUATEMALA,mujeres,INDIGENAS,474,3394,6917,1
GUATEMALA,mujeres,INDIGENAS,1072,5153,6918,1
GUATEMALA,mujeres,INDIGENAS,1016,4278,6919,1
GUATEMALA,mujeres,INDIGENAS,1917,2575,6920,1
GUATEMALA,mujeres,INDIGENAS,280,6139,6921,1
GUATEMALA,mujeres,INDIGENAS,2503,6003,6922,1
GUATEMALA,mujeres,INDIGENAS,1450,4672,6923,1
GUATEMALA,mujeres,INDIGENAS,479,4883,6924,1
GUATEMALA,mujeres,INDIGENAS,223,1964,6925,1
GUATEMALA,mujeres,INDIGENAS,1659,2865,6926,1
GUATEMALA,mujeres,INDIGENAS,2157,3767,6927,1
GUATEMALA,mujeres,INDIGENAS,603,5562,6928,1
GUATEMALA,mujeres,INDIGENAS,1115,5212,6929,1
GUATEMALA,mujeres,INDIGENAS,1577,4561,6930,1
GUATEMALA,mujeres,INDIGENAS,1692,3479,6931,1
GUATEMALA,mujeres,INDIGENAS,228,3606,6932,1
GUATEMALA,mujeres,INDIGENAS,2959,5081,6933,1
GUATEMALA,mujeres,INDIGENAS,1042,7228,6934,1
GUATEMALA,mujeres,INDIGENAS,1349,1621,6935,1
GUATEMALA,mujeres,INDIGENAS,1372,3082,6936,1
GUATEMALA,mujeres,INDIGENAS,2298,4097,6937,1
GUATEMALA,mujeres,INDIGENAS,424,2991,6938,1
GUATEMALA,mujeres,INDIGENAS,1063,4189,6939,1
GUATEMALA,mujeres,INDIGENAS,238,4298,6940,1
GUATEMALA,mujeres,INDIGENAS,1338,2494,6941,1
GUATEMALA,mujeres,INDIGENAS,119,6057,6942,1
GUATEMALA,mujeres,INDIGENAS,2463,6226,6943,1
GUATEMALA,mujeres,INDIGENAS,2032,1860,6944,1
GUATEMALA,mujeres,INDIGENAS,1764,971,6945,1
GUATEMALA,mujeres,INDIGENAS,315,1971,6946,1
GUATEMALA,mujeres,INDIGENAS,1301,3126,6947,1
GUATEMALA,mujeres,INDIGENAS,900,4865,6948,1
GUATEMALA,mujeres,INDIGENAS,530,6276,6949,1
GUATEMALA,mujeres,INDIGENAS,2906,4765,6950,1
GUATEMALA,mujeres,INDIGENAS,1947,6135,6951,1
GUATEMALA,mujeres,INDIGENAS,866,3693,6952,1
GUATEMALA,mujeres,INDIGENAS,328,6396,6953,1
GUATEMALA,mujeres,INDIGENAS,2160,5507,6954,1
GUATEMALA,mujeres,INDIGENAS,603,4751,6955,1
GUATEMALA,mujeres,INDIGENAS,733,6584,6956,1
GUATEMALA,mujeres,INDIGENAS,1385,6560,6957,1
GUATEMALA,mujeres,INDIGENAS,849,2186,6958,1
GUATEMALA,mujeres,INDIGENAS,2952,3257,6959,1
GUATEMALA,mujeres,INDIGENAS,1049,8440,6960,1
GUATEMALA,mujeres,INDIGENAS,1485,4875,6961,1
GUATEMALA,mujeres,INDIGENAS,2258,2538,6962,1
GUATEMALA,mujeres,INDIGENAS,1733,4369,6963,1
GUATEMALA,mujeres,INDIGENAS,1147,2972,6964,1
GUATEMALA,mujeres,INDIGENAS,267,7711,6965,1
GUATEMALA,mujeres,INDIGENAS,1906,6257,6966,1
GUATEMALA,mujeres,INDIGENAS,312,5547,6967,1
GUATEMALA,mujeres,INDIGENAS,859,5817,6968,1
GUATEMALA,mujeres,INDIGENAS,2034,4018,6969,1
GUATEMALA,mujeres,INDIGENAS,563,3000,6970,1
GUATEMALA,mujeres,INDIGENAS,798,5359,6971,1
GUATEMALA,mujeres,INDIGENAS,1465,4430,6972,1
GUATEMALA,mujeres,INDIGENAS,2020,5206,6973,1
GUATEMALA,mujeres,INDIGENAS,1838,3078,6974,1
GUATEMALA,mujeres,INDIGENAS,1318,3690,6975,1
GUATEMALA,mujeres,INDIGENAS,1869,3174,6976,1
GUATEMALA,mujeres,INDIGENAS,2906,4691,6977,1
GUATEMALA,mujeres,INDIGENAS,58,4256,6978,1
GUATEMALA,mujeres,INDIGENAS,1263,4429,6979,1
GUATEMALA,mujeres,INDIGENAS,1289,4578,6980,1
GUATEMALA,mujeres,INDIGENAS,215,4831,6981,1
GUATEMALA,mujeres,INDIGENAS,2295,5811,6982,1
GUATEMALA,mujeres,INDIGENAS,2123,2226,6983,1
GUATEMALA,mujeres,INDIGENAS,825,5428,6984,1
GUATEMALA,mujeres,INDIGENAS,2727,2362,6985,1
GUATEMALA,mujeres,INDIGENAS,2801,7033,6986,1
GUATEMALA,mujeres,INDIGENAS,1115,5606,6987,1
GUATEMALA,mujeres,INDIGENAS,292,7370,6988,1
GUATEMALA,mujeres,INDIGENAS,1046,5320,6989,1
GUATEMALA,mujeres,INDIGENAS,2959,5729,6990,1
EL SALVADOR,hombres,LADINOS,1975,3518,6991,1
EL SALVADOR,hombres,LADINOS,1161,5249,6992,1
EL SALVADOR,hombres,LADINOS,2946,5392,6993,1
EL SALVADOR,hombres,LADINOS,2391,2791,6994,1
EL SALVADOR,hombres,LADINOS,94,3123,6995,1
EL SALVADOR,hombres,LADINOS,2859,3479,6996,1
EL SALVADOR,hombres,LADINOS,1163,7300,6997,1
EL SALVADOR,hombres,LADINOS,312,4073,6998,1
EL SALVADOR,hombres,LADINOS,286,6315,6999,1
EL SALVADOR,hombres,LADINOS,1788,3787,7000,1
EL SALVADOR,hombres,LADINOS,1136,3102,7001,1
EL SALVADOR,hombres,LADINOS,443,4659,7002,1
EL SALVADOR,hombres,LADINOS,2593,3145,7003,1
EL SALVADOR,hombres,LADINOS,2145,4684,7004,1
EL SALVADOR,hombres,LADINOS,83,2922,7005,1
EL SALVADOR,hombres,LADINOS,1585,4019,7006,1
EL SALVADOR,hombres,LADINOS,2427,845,7007,1
EL SALVADOR,hombres,LADINOS,862,5824,7008,1
EL SALVADOR,hombres,LADINOS,1988,4150,7009,1
EL SALVADOR,hombres,LADINOS,2109,4820,7010,1
EL SALVADOR,hombres,LADINOS,36,6568,7011,1
EL SALVADOR,hombres,LADINOS,1409,6209,7012,1
EL SALVADOR,hombres,LADINOS,2518,4992,7013,1
EL SALVADOR,hombres,LADINOS,1552,2256,7014,1
EL SALVADOR,hombres,LADINOS,1588,4895,7015,1
EL SALVADOR,hombres,LADINOS,1510,3982,7016,1
EL SALVADOR,hombres,LADINOS,2920,2832,7017,1
EL SALVADOR,hombres,LADINOS,2033,6789,7018,1
EL SALVADOR,hombres,LADINOS,1860,5655,7019,1
EL SALVADOR,hombres,LADINOS,831,6803,7020,1
EL SALVADOR,hombres,LADINOS,1287,1552,7021,1
EL SALVADOR,hombres,LADINOS,648,2916,7022,1
EL SALVADOR,hombres,LADINOS,2620,3495,7023,1
EL SALVADOR,hombres,LADINOS,668,597,7024,1
EL SALVADOR,hombres,LADINOS,2405,4673,7025,1
EL SALVADOR,hombres,LADINOS,1295,6207,7026,1
EL SALVADOR,hombres,LADINOS,2410,5143,7027,1
EL SALVADOR,hombres,LADINOS,757,4800,7028,1
EL SALVADOR,hombres,LADINOS,1042,3654,7029,1
EL SALVADOR,hombres,LADINOS,968,3187,7030,1
EL SALVADOR,hombres,LADINOS,2309,5107,7031,1
EL SALVADOR,hombres,LADINOS,2082,6038,7032,1
EL SALVADOR,hombres,LADINOS,1309,2919,7033,1
EL SALVADOR,hombres,LADINOS,778,4529,7034,1
EL SALVADOR,hombres,LADINOS,72,4742,7035,1
EL SALVADOR,hombres,LADINOS,1781,3211,7036,1
EL SALVADOR,hombres,LADINOS,624,5626,7037,1
EL SALVADOR,hombres,LADINOS,225,5501,7038,1
EL SALVADOR,hombres,LADINOS,855,4115,7039,1
EL SALVADOR,hombres,LADINOS,1192,6324,7040,1
EL SALVADOR,hombres,LADINOS,2379,4492,7041,1
EL SALVADOR,hombres,LADINOS,804,6979,7042,1
EL SALVADOR,hombres,LADINOS,992,5837,7043,1
EL SALVADOR,hombres,LADINOS,926,3736,7044,1
EL SALVADOR,hombres,LADINOS,1258,6774,7045,1
EL SALVADOR,hombres,LADINOS,944,4356,7046,1
EL SALVADOR,hombres,LADINOS,2376,5861,7047,1
EL SALVADOR,hombres,LADINOS,2932,4611,7048,1
EL SALVADOR,hombres,LADINOS,645,3195,7049,1
EL SALVADOR,hombres,LADINOS,1885,6171,7050,1
EL SALVADOR,hombres,LADINOS,53,5534,7051,1
EL SALVADOR,hombres,LADINOS,2111,6708,7052,1
EL SALVADOR,hombres,LADINOS,2239,2837,7053,1
EL SALVADOR,hombres,LADINOS,397,5223,7054,1
EL SALVADOR,hombres,LADINOS,1570,1536,7055,1
EL SALVADOR,hombres,LADINOS,423,5881,7056,1
EL SALVADOR,hombres,LADINOS,2669,6201,7057,1
EL SALVADOR,hombres,LADINOS,1631,1759,7058,1
EL SALVADOR,hombres,LADINOS,2648,3560,7059,1
EL SALVADOR,hombres,LADINOS,2962,4764,7060,1
EL SALVADOR,hombres,LADINOS,2630,4525,7061,1
EL SALVADOR,hombres,LADINOS,2265,4265,7062,1
EL SALVADOR,hombres,LADINOS,1050,1448,7063,1
EL SALVADOR,hombres,LADINOS,2919,7118,7064,1
EL SALVADOR,hombres,LADINOS,2781,7284,7065,1
EL SALVADOR,hombres,LADINOS,2626,2681,7066,1
EL SALVADOR,hombres,LADINOS,2524,3656,7067,1
EL SALVADOR,hombres,LADINOS,1245,1934,7068,1
EL SALVADOR,hombres,LADINOS,178,6631,7069,1
EL SALVADOR,hombres,LADINOS,1101,4112,7070,1
EL SALVADOR,hombres,LADINOS,1738,4112,7071,1
EL SALVADOR,hombres,LADINOS,2457,5305,7072,1
EL SALVADOR,hombres,LADINOS,749,6608,7073,1
EL SALVADOR,hombres,LADINOS,1509,3163,7074,1
EL SALVADOR,hombres,LADINOS,479,4271,7075,1
EL SALVADOR,hombres,LADINOS,617,4879,7076,1
EL SALVADOR,hombres,LADINOS,795,5098,7077,1
EL SALVADOR,hombres,LADINOS,1218,4159,7078,1
EL SALVADOR,hombres,LADINOS,2635,6314,7079,1
EL SALVADOR,hombres,LADINOS,2196,4808,7080,1
EL SALVADOR,hombres,LADINOS,395,3840,7081,1
EL SALVADOR,hombres,LADINOS,2498,4625,7082,1
EL SALVADOR,hombres,LADINOS,1931,5300,7083,1
EL SALVADOR,hombres,LADINOS,1523,4895,7084,1
EL SALVADOR,hombres,LADINOS,2204,4117,7085,1
EL SALVADOR,hombres,LADINOS,181,4506,7086,1
EL SALVADOR,hombres,LADINOS,1503,3516,7087,1
EL SALVADOR,hombres,LADINOS,1778,6475,7088,1
EL SALVADOR,hombres,LADINOS,2687,3313,7089,1
EL SALVADOR,hombres,LADINOS,186,2980,7090,1
EL SALVADOR,hombres,LADINOS,2460,1614,7091,1
EL SALVADOR,hombres,LADINOS,260,3812,7092,1
