PARTIDO,ANALFABETOS,ID_Resultado,ID_Eleccion,ID_Partido
PSN,856,4692,1,1
PSN,903,4693,1,1
PSN,1955,4694,1,1
PSN,2577,4695,1,1
PSN,1737,4696,1,1
PSN,1706,4697,1,1
PSN,1842,4698,1,1
PSN,316,4699,1,1
PSN,246,4700,1,1
PSN,1334,4701,1,1
PSN,2574,4702,1,1
PSN,2744,4703,1,1
PSN,2049,4704,1,1
PSN,458,4705,1,1
PSN,2895,4706,1,1
PSN,798,4707,1,1
PSN,388,4708,1,1
PSN,1475,4709,1,1
PSN,2101,4710,1,1
PSN,1533,4711,1,1
PSN,972,4712,1,1
PSN,387,4713,1,1
PSN,723,4714,1,1
PSN,1426,4715,1,1
PSN,1309,4716,1,1
PSN,672,4717,1,1
PSN,1771,4718,1,1
PSN,1018,4719,1,1
PSN,407,4720,1,1
PSN,589,4721,1,1
PSN,2046,4722,1,1
PSN,25,4723,1,1
PSN,171,4724,1,1
PSN,2519,4725,1,1
PSN,1430,4726,1,1
PSN,1412,4727,1,1
PSN,2970,4728,1,1
PSN,2704,4729,1,1
PSN,2479,4730,1,1
PSN,1989,4731,1,1
PSN,99,4732,1,1
PSN,2160,4733,1,1
PSN,861,4734,1,1
PSN,2754,4735,1,1
PSN,786,4736,1,1
PSN,2594,4737,1,1
PSN,1308,4738,1,1
PSN,1909,4739,1,1
PSN,2402,4740,1,1
PSN,2231,4741,1,1
PSN,2560,4742,1,1
PSN,1501,4743,1,1
PSN,275,4744,1,1
PSN,1442,4745,1,1
PSN,1932,4746,1,1
PSN,1777,4747,1,1
PSN,2641,4748,1,1
PSN,482,4749,1,1
PSN,1096,4750,1,1
PSN,679,4751,1,1
PSN,1358,4752,1,1
PSN,512,4753,1,1
PSN,1639,4754,1,1
PSN,2228,4755,1,1
PSN,2868,4756,1,1
PSN,2191,4757,1,1
PSN,2824,4758,1,1
PSN,559,4759,1,1
PSN,2040,4760,1,1
PSN,2161,4761,1,1
PSN,547,4762,1,1
PSN,2707,4763,1,1
PSN,91,4764,1,1
PSN,2111,4765,1,1
PSN,2796,4766,1,1
PSN,2044,4767,1,1
PSN,263,4768,1,1
PSN,1115,4769,1,1
PSN,2886,4770,1,1
PSN,2319,4771,1,1
PSN,50,4772,1,1
PSN,747,4773,1,1
PSN,62,4774,1,1
PSN,2061,4775,1,1
PSN,1859,4776,1,1
PSN,1732,4777,1,1
PSN,318,4778,1,1
PSN,1225,4779,1,1
PSN,1349,4780,1,1
PC,2120,4781,1,1
PC,2981,4782,1,1
PC,2826,4783,1,1
PC,2620,4784,1,1
PC,484,4785,1,1
PC,2547,4786,1,1
PC,1156,4787,1,1
PC,2998,4788,1,1
PC,2719,4789,1,1
PC,655,4790,1,1
PC,2538,4791,1,1
PC,2830,4792,1,1
PC,1859,4793,1,1
PC,298,4794,1,1
PC,1684,4795,1,1
PC,1206,4796,1,1
PC,1837,4797,1,1
PC,1122,4798,1,1
PC,2216,4799,1,1
PC,2123,4800,1,1
PC,1746,4801,1,1
PC,1652,4802,1,1
PC,670,4803,1,1
PC,2843,4804,1,1
PC,1994,4805,1,1
PC,1273,4806,1,1
PC,595,4807,1,1
PC,1757,4808,1,1
PC,288,4809,1,1
PC,892,4810,1,1
PC,1795,4811,1,1
PC,2863,4812,1,1
PC,725,4813,1,1
PC,489,4814,1,1
PC,1500,4815,1,1
PC,1062,4816,1,1
PC,1088,4817,1,1
PC,1392,4818,1,1
PC,2250,4819,1,1
PC,120,4820,1,1
PC,1763,4821,1,1
PC,850,4822,1,1
PC,147,4823,1,1
PC,2436,4824,1,1
PC,2267,4825,1,1
PC,1533,4826,1,1
PC,2642,4827,1,1
PC,814,4828,1,1
PC,1539,4829,1,1
PC,2376,4830,1,1
PC,2117,4831,1,1
PC,690,4832,1,1
PC,1632,4833,1,1
PC,2874,4834,1,1
PC,354,4835,1,1
PC,2385,4836,1,1
PC,33,4837,1,1
PC,1641,4838,1,1
PC,1036,4839,1,1
DCH,1799,4840,1,1
DCH,1501,4841,1,1
DCH,891,4842,1,1
DCH,1512,4843,1,1
DCH,1944,4844,1,1
DCH,251,4845,1,1
DCH,1372,4846,1,1
DCH,740,4847,1,1
DCH,1352,4848,1,1
DCH,1219,4849,1,1
DCH,1317,4850,1,1
DCH,651,4851,1,1
DCH,916,4852,1,1
DCH,967,4853,1,1
DCH,2926,4854,1,1
DCH,1579,4855,1,1
DCH,2157,4856,1,1
DCH,1379,4857,1,1
DCH,168,4858,1,1
DCH,2490,4859,1,1
DCH,217,4860,1,1
DCH,1059,4861,1,1
DCH,847,4862,1,1
DCH,298,4863,1,1
DCH,2397,4864,1,1
DCH,1500,4865,1,1
DCH,748,4866,1,1
DCH,2170,4867,1,1
DCH,1751,4868,1,1
DCH,1841,4869,1,1
DCH,234,4870,1,1
DCH,2882,4871,1,1
DCH,2130,4872,1,1
DCH,1473,4873,1,1
DCH,591,4874,1,1
DCH,2469,4875,1,1
DCH,2275,4876,1,1
DCH,1016,4877,1,1
DCH,9,4878,1,1
DCH,277,4879,1,1
DCH,328,4880,1,1
DCH,2788,4881,1,1
DCH,1011,4882,1,1
DCH,1282,4883,1,1
DCH,18,4884,1,1
DCH,2678,4885,1,1
DCH,2825,4886,1,1
DCH,941,4887,1,1
DCH,2594,4888,1,1
DCH,520,4889,1,1
DCH,2863,4890,1,1
DCH,1176,4891,1,1
DCH,218,4892,1,1
DCH,2055,4893,1,1
DCH,2105,4894,1,1
DCH,209,4895,1,1
DCH,2852,4896,1,1
DCH,699,4897,1,1
DCH,2648,4898,1,1
DCH,1097,4899,1,1
DCH,2014,4900,1,1
DCH,1645,4901,1,1
DCH,60,4902,1,1
DCH,2367,4903,1,1
DCH,658,4904,1,1
DCH,2627,4905,1,1
DCH,1460,4906,1,1
DCH,49,4907,1,1
DCH,2221,4908,1,1
DCH,2445,4909,1,1
DCH,2136,4910,1,1
DCH,1364,4911,1,1
DCH,1227,4912,1,1
DCH,2029,4913,1,1
DCH,1977,4914,1,1
DCH,713,4915,1,1
DCH,2892,4916,1,1
DCH,1731,4917,1,1
DCH,1366,4918,1,1
DCH,2277,4919,1,1
DCH,1177,4920,1,1
DCH,1232,4921,1,1
DCH,1306,4922,1,1
DCH,500,4923,1,1
DCH,1055,4924,1,1
DCH,2065,4925,1,1
DCH,1863,4926,1,1
DCH,1515,4927,1,1
DCH,922,4928,1,1
DCH,2257,4929,1,1
DCH,323,4930,1,1
DCH,341,4931,1,1
DCH,2999,4932,1,1
DCH,2823,4933,1,1
DCH,947,4934,1,1
DCH,431,4935,1,1
DCH,357,4936,1,1
DCH,1006,4937,1,1
DCH,1234,4938,1,1
DCH,513,4939,1,1
DCH,661,4940,1,1
DCH,1206,4941,1,1
DCH,2247,4942,1,1
DCH,1474,4943,1,1
DCH,206,4944,1,1
DCH,2484,4945,1,1
DCH,736,4946,1,1
DCH,542,4947,1,1
DCH,1940,4948,1,1
DCH,1611,4949,1,1
DCH,930,4950,1,1
DCH,2436,4951,1,1
DCH,160,4952,1,1
DCH,2520,4953,1,1
DCH,1667,4954,1,1
DCH,2733,4955,1,1
DCH,1606,4956,1,1
DCH,1522,4957,1,1
DCH,1179,4958,1,1
DCH,1216,4959,1,1
DCH,99,4960,1,1
DCH,573,4961,1,1
DCH,1896,4962,1,1
DCH,2912,4963,1,1
DCH,1690,4964,1,1
DCH,1566,4965,1,1
DCH,2233,4966,1,1
DCH,1950,4967,1,1
DCH,1120,4968,1,1
DCH,2663,4969,1,1
DCH,1121,4970,1,1
DCH,1804,4971,1,1
DCH,2202,4972,1,1
DCH,1641,4973,1,1
DCH,2288,4974,1,1
DCH,652,4975,1,1
DCH,302,4976,1,1
DCH,623,4977,1,1
DCH,1,4978,1,1
DCH,1260,4979,1,1
DCH,2104,4980,1,1
DCH,1900,4981,1,1
DCH,2172,4982,1,1
DCH,553,4983,1,1
DCH,647,4984,1,1
DCH,2427,4985,1,1
DCH,617,4986,1,1
DCH,14,4987,1,1
DCH,2853,4988,1,1
DCH,480,4989,1,1
DCH,2015,4990,1,1
DCH,2983,4991,1,1
DCH,1820,4992,1,1
DCH,1602,4993,1,1
DCH,2310,4994,1,1
DCH,2843,4995,1,1
DCH,894,4996,1,1
DCH,1948,4997,1,1
DCH,368,4998,1,1
DCH,1297,4999,1,1
DCH,2450,5000,1,1
DCH,1044,5001,1,1
DCH,1923,5002,1,1
DCH,1198,5003,1,1
DCH,2950,5004,1,1
DCH,766,5005,1,1
DCH,1256,5006,1,1
DCH,1190,5007,1,1
DCH,882,5008,1,1
DCH,135,5009,1,1
DCH,151,5010,1,1
DCH,898,5011,1,1
DCH,2004,5012,1,1
DCH,983,5013,1,1
DCH,1298,5014,1,1
DCH,1929,5015,1,1
DCH,880,5016,1,1
DCH,1509,5017,1,1
DCH,1818,5018,1,1
DCH,1024,5019,1,1
DCH,2092,5020,1,1
DCH,56,5021,1,1
DCH,2122,5022,1,1
DCH,1526,5023,1,1
DCH,852,5024,1,1
DCH,98,5025,1,1
DCH,1373,5026,1,1
DCH,990,5027,1,1
DCH,280,5028,1,1
DCH,2682,5029,1,1
DCH,2866,5030,1,1
DCH,119,5031,1,1
DCH,1787,5032,1,1
DCH,1938,5033,1,1
DCH,1205,5034,1,1
DCH,362,5035,1,1
DCH,2087,5036,1,1
DCH,143,5037,1,1
DCH,1928,5038,1,1
DCH,1255,5039,1,1
DCH,358,5040,1,1
DCH,858,5041,1,1
DCH,2326,5042,1,1
DCH,1458,5043,1,1
DCH,145,5044,1,1
DCH,1927,5045,1,1
DCH,2088,5046,1,1
DCH,2549,5047,1,1
DCH,2876,5048,1,1
DCH,2814,5049,1,1
DCH,55,5050,1,1
DCH,503,5051,1,1
DCH,2747,5052,1,1
DCH,2881,5053,1,1
DCH,2009,5054,1,1
DCH,1599,5055,1,1
DCH,1936,5056,1,1
DCH,226,5057,1,1
DCH,1502,5058,1,1
DCH,2821,5059,1,1
DCH,645,5060,1,1
DCH,410,5061,1,1
DCH,343,5062,1,1
DCH,70,5063,1,1
DCH,985,5064,1,1
DCH,717,5065,1,1
DCH,558,5066,1,1
DCH,133,5067,1,1
DCH,856,5068,1,1
DCH,810,5069,1,1
DCH,2249,5070,1,1
DCH,1123,5071,1,1
DCH,593,5072,1,1
DCH,776,5073,1,1
DCH,2851,5074,1,1
DCH,2804,5075,1,1
DCH,491,5076,1,1
DCH,394,5077,1,1
DCH,2525,5078,1,1
DCH,1135,5079,1,1
DCH,2270,5080,1,1
DCH,2654,5081,1,1
DCH,653,5082,1,1
DCH,1829,5083,1,1
DCH,2052,5084,1,1
DCH,1612,5085,1,1
DCH,779,5086,1,1
DCH,400,5087,1,1
DCH,1885,5088,1,1
DCH,1353,5089,1,1
DCH,2109,5090,1,1
DCH,1679,5091,1,1
DCH,2426,5092,1,1
PL,399,5093,1,1
PL,1690,5094,1,1
PL,1093,5095,1,1
PL,644,5096,1,1
PL,1104,5097,1,1
PL,1859,5098,1,1
PL,349,5099,1,1
PL,1898,5100,1,1
PL,1500,5101,1,1
PL,1909,5102,1,1
PL,233,5103,1,1
PL,1383,5104,1,1
PL,1508,5105,1,1
PL,363,5106,1,1
PL,2544,5107,1,1
PL,2102,5108,1,1
PL,458,5109,1,1
PL,1922,5110,1,1
PL,650,5111,1,1
PL,227,5112,1,1
PL,186,5113,1,1
PL,2067,5114,1,1
PL,2525,5115,1,1
PL,230,5116,1,1
PL,944,5117,1,1
PL,2755,5118,1,1
PL,612,5119,1,1
PL,1696,5120,1,1
PL,2181,5121,1,1
PL,1427,5122,1,1
PL,80,5123,1,1
PL,2908,5124,1,1
PL,2152,5125,1,1
PL,210,5126,1,1
PL,1163,5127,1,1
PL,2391,5128,1,1
PL,143,5129,1,1
PL,2893,5130,1,1
PL,871,5131,1,1
PL,450,5132,1,1
PL,692,5133,1,1
PL,1959,5134,1,1
PL,1799,5135,1,1
PL,2420,5136,1,1
PL,861,5137,1,1
PL,702,5138,1,1
PL,1295,5139,1,1
PL,2011,5140,1,1
PL,912,5141,1,1
PL,703,5142,1,1
PL,5,5143,1,1
PL,1290,5144,1,1
PL,234,5145,1,1
PL,463,5146,1,1
PL,1127,5147,1,1
PL,478,5148,1,1
PL,2382,5149,1,1
PL,2715,5150,1,1
PL,2786,5151,1,1
PL,2146,5152,1,1
PL,1531,5153,1,1
PL,1489,5154,1,1
PL,868,5155,1,1
PL,1786,5156,1,1
PL,2988,5157,1,1
PL,995,5158,1,1
PL,1987,5159,1,1
PL,1873,5160,1,1
PL,100,5161,1,1
PL,2749,5162,1,1
PL,1735,5163,1,1
PL,1246,5164,1,1
PL,2834,5165,1,1
PL,967,5166,1,1
PL,1145,5167,1,1
PL,111,5168,1,1
PL,2194,5169,1,1
PL,2686,5170,1,1
PL,2666,5171,1,1
PL,1864,5172,1,1
PL,1832,5173,1,1
PL,2311,5174,1,1
PL,840,5175,1,1
PN,611,5176,1,1
PN,1574,5177,1,1
PN,1085,5178,1,1
PN,2932,5179,1,1
PN,1111,5180,1,1
PN,1610,5181,1,1
PN,200,5182,1,1
PN,66,5183,1,1
PN,1385,5184,1,1
PN,2310,5185,1,1
PN,2189,5186,1,1
PN,77,5187,1,1
PN,1179,5188,1,1
PN,1205,5189,1,1
PN,188,5190,1,1
PN,1019,5191,1,1
PN,2537,5192,1,1
PN,1335,5193,1,1
PN,860,5194,1,1
PN,2962,5195,1,1
PN,1027,5196,1,1
PN,947,5197,1,1
PN,2211,5198,1,1
PN,1718,5199,1,1
PN,4,5200,1,1
PN,1309,5201,1,1
PN,1721,5202,1,1
PN,2553,5203,1,1
PN,1120,5204,1,1
PN,1787,5205,1,1
PN,2821,5206,1,1
PN,2199,5207,1,1
PN,949,5208,1,1
PN,2227,5209,1,1
PN,676,5210,1,1
PN,1831,5211,1,1
PN,2506,5212,1,1
PN,2120,5213,1,1
PN,1726,5214,1,1
PN,63,5215,1,1
PN,2267,5216,1,1
PN,2351,5217,1,1
PN,1106,5218,1,1
PN,2894,5219,1,1
PN,1809,5220,1,1
PN,2728,5221,1,1
PN,1434,5222,1,1
PN,1317,5223,1,1
PN,2285,5224,1,1
PN,2376,5225,1,1
PN,474,5226,1,1
PN,1555,5227,1,1
PN,61,5228,1,1
PN,475,5229,1,1
PN,2278,5230,1,1
PN,1017,5231,1,1
PN,2109,5232,1,1
PN,20,5233,1,1
PN,2329,5234,1,1
PN,2628,5235,1,1
PN,1366,5236,1,1
PN,1810,5237,1,1
PN,2068,5238,1,1
PN,1426,5239,1,1
PN,1908,5240,1,1
PN,1663,5241,1,1
PN,2741,5242,1,1
PN,2382,5243,1,1
PN,819,5244,1,1
PN,376,5245,1,1
PN,2775,5246,1,1
PN,165,5247,1,1
PN,930,5248,1,1
PN,85,5249,1,1
PN,330,5250,1,1
PN,2982,5251,1,1
PN,2777,5252,1,1
PN,2158,5253,1,1
PN,1356,5254,1,1
PN,855,5255,1,1
PN,975,5256,1,1
PN,2214,5257,1,1
PN,943,5258,1,1
PN,671,5259,1,1
PN,295,5260,1,1
PN,1420,5261,1,1
PN,1172,5262,1,1
PN,350,5263,1,1
PN,1786,5264,1,1
PN,599,5265,1,1
PN,822,5266,1,1
PN,2115,5267,1,1
PN,1498,5268,1,1
PN,237,5269,1,1
PN,648,5270,1,1
PN,1414,5271,1,1
PN,9,5272,1,1
PN,1823,5273,1,1
PN,1288,5274,1,1
PN,693,5275,1,1
PN,2693,5276,1,1
PN,2715,5277,1,1
PN,1730,5278,1,1
PN,2533,5279,1,1
PN,473,5280,1,1
PN,31,5281,1,1
PN,1675,5282,1,1
PN,2159,5283,1,1
PN,1664,5284,1,1
PN,908,5285,1,1
PN,710,5286,1,1
PN,2445,5287,1,1
PN,691,5288,1,1
PN,960,5289,1,1
PN,92,5290,1,1
PN,372,5291,1,1
PN,1640,5292,1,1
PN,2548,5293,1,1
PN,540,5294,1,1
PN,592,5295,1,1
PN,2194,5296,1,1
PN,170,5297,1,1
PN,291,5298,1,1
PN,1714,5299,1,1
PN,103,5300,1,1
PN,13,5301,1,1
PN,2414,5302,1,1
PN,2102,5303,1,1
PN,944,5304,1,1
PN,2683,5305,1,1
PN,866,5306,1,1
PN,2788,5307,1,1
PN,2532,5308,1,1
PN,1442,5309,1,1
PN,1781,5310,1,1
PN,1284,5311,1,1
PN,844,5312,1,1
PN,1545,5313,1,1
PN,2349,5314,1,1
PN,2184,5315,1,1
PN,2080,5316,1,1
PN,1001,5317,1,1
PN,2687,5318,1,1
PN,2108,5319,1,1
PN,197,5320,1,1
PN,307,5321,1,1
PN,907,5322,1,1
PN,395,5323,1,1
PN,2661,5324,1,1
PN,2170,5325,1,1
PN,813,5326,1,1
PN,2293,5327,1,1
PN,2729,5328,1,1
PN,684,5329,1,1
PN,1616,5330,1,1
PN,203,5331,1,1
PN,2271,5332,1,1
PN,325,5333,1,1
PN,1523,5334,1,1
PN,876,5335,1,1
PN,2262,5336,1,1
PN,1965,5337,1,1
PN,2832,5338,1,1
PN,2756,5339,1,1
PN,2813,5340,1,1
PN,138,5341,1,1
PN,1079,5342,1,1
PN,1219,5343,1,1
PN,417,5344,1,1
PN,1387,5345,1,1
PN,2815,5346,1,1
PN,1150,5347,1,1
PN,1225,5348,1,1
PN,2791,5349,1,1
PN,1025,5350,1,1
PN,1597,5351,1,1
PN,2655,5352,1,1
PN,246,5353,1,1
PN,171,5354,1,1
PN,531,5355,1,1
PN,1497,5356,1,1
PN,688,5357,1,1
PN,1362,5358,1,1
PN,214,5359,1,1
PN,2862,5360,1,1
PN,256,5361,1,1
PN,1353,5362,1,1
PN,298,5363,1,1
PN,340,5364,1,1
PN,469,5365,1,1
PN,605,5366,1,1
PN,2556,5367,1,1
PN,2021,5368,1,1
PN,744,5369,1,1
PN,1851,5370,1,1
PN,2912,5371,1,1
PN,2001,5372,1,1
PN,303,5373,1,1
PN,2342,5374,1,1
PN,848,5375,1,1
PN,2032,5376,1,1
PN,393,5377,1,1
PN,1460,5378,1,1
PN,2941,5379,1,1
PN,2418,5380,1,1
PN,2482,5381,1,1
PN,2916,5382,1,1
PN,2879,5383,1,1
PN,2372,5384,1,1
PN,2779,5385,1,1
PN,1157,5386,1,1
PN,828,5387,1,1
PN,857,5388,1,1
PN,2090,5389,1,1
PN,1774,5390,1,1
PN,534,5391,1,1
PN,2721,5392,1,1
PN,2984,5393,1,1
PN,2754,5394,1,1
PN,526,5395,1,1
PN,2928,5396,1,1
PN,1654,5397,1,1
PN,437,5398,1,1
PN,2927,5399,1,1
PN,2311,5400,1,1
PN,2507,5401,1,1
PN,2288,5402,1,1
PN,1196,5403,1,1
PN,1117,5404,1,1
PN,895,5405,1,1
PN,2304,5406,1,1
PN,2678,5407,1,1
PN,1209,5408,1,1
PN,564,5409,1,1
PN,1998,5410,1,1
PN,1476,5411,1,1
PN,2337,5412,1,1
PN,2820,5413,1,1
PN,2521,5414,1,1
PN,2247,5415,1,1
PN,1060,5416,1,1
PN,686,5417,1,1
PN,2511,5418,1,1
PN,110,5419,1,1
PN,427,5420,1,1
PN,2354,5421,1,1
PN,2043,5422,1,1
PN,2077,5423,1,1
PN,2697,5424,1,1
PN,1515,5425,1,1
PN,2233,5426,1,1
PN,2463,5427,1,1
PN,2686,5428,1,1
PN,2619,5429,1,1
PN,2891,5430,1,1
PN,2915,5431,1,1
PN,716,5432,1,1
PN,870,5433,1,1
PN,520,5434,1,1
PN,2608,5435,1,1
PN,2141,5436,1,1
PN,2706,5437,1,1
PN,2384,5438,1,1
PN,639,5439,1,1
PN,1983,5440,1,1
PN,2438,5441,1,1
PN,306,5442,1,1
PN,452,5443,1,1
PN,1852,5444,1,1
PN,1430,5445,1,1
PN,1297,5446,1,1
PN,172,5447,1,1
PAN,2249,5448,1,1
PAN,2938,5449,1,1
PAN,2281,5450,1,1
PAN,2176,5451,1,1
PAN,1238,5452,1,1
PAN,823,5453,1,1
PAN,1172,5454,1,1
PAN,1153,5455,1,1
PAN,2270,5456,1,1
PAN,323,5457,1,1
PAN,2304,5458,1,1
PAN,1824,5459,1,1
PAN,362,5460,1,1
PAN,1235,5461,1,1
PAN,156,5462,1,1
PAN,2083,5463,1,1
PAN,1135,5464,1,1
PAN,1498,5465,1,1
PAN,1970,5466,1,1
PAN,2081,5467,1,1
PAN,2193,5468,1,1
PAN,464,5469,1,1
PAN,1239,5470,1,1
PAN,2488,5471,1,1
PAN,1360,5472,1,1
PAN,2663,5473,1,1
PAN,2195,5474,1,1
PAN,2680,5475,1,1
PAN,2329,5476,1,1
PAN,2338,5477,1,1
PAN,833,5478,1,1
PAN,151,5479,1,1
PAN,2592,5480,1,1
PAN,202,5481,1,1
PAN,1019,5482,1,1
PAN,1247,5483,1,1
PAN,1744,5484,1,1
PAN,1770,5485,1,1
PAN,1677,5486,1,1
PAN,2796,5487,1,1
PAN,763,5488,1,1
PAN,727,5489,1,1
PAN,1675,5490,1,1
PAN,129,5491,1,1
PAN,380,5492,1,1
PAN,1439,5493,1,1
PAN,2494,5494,1,1
PAN,2425,5495,1,1
PAN,911,5496,1,1
PAN,2019,5497,1,1
PAN,1568,5498,1,1
PAN,584,5499,1,1
PAN,2552,5500,1,1
PAN,95,5501,1,1
PAN,747,5502,1,1
PAN,174,5503,1,1
PAN,2813,5504,1,1
PAN,812,5505,1,1
PAN,1278,5506,1,1
PAN,2655,5507,1,1
PAN,2807,5508,1,1
PAN,1717,5509,1,1
PAN,979,5510,1,1
PAN,1952,5511,1,1
PAN,757,5512,1,1
PAN,1979,5513,1,1
PAN,2301,5514,1,1
PAN,397,5515,1,1
PAN,1587,5516,1,1
PAN,2877,5517,1,1
PAN,2791,5518,1,1
PAN,2620,5519,1,1
PAN,2906,5520,1,1
PAN,2708,5521,1,1
PAN,137,5522,1,1
PAN,373,5523,1,1
PAN,2513,5524,1,1
PAN,1181,5525,1,1
PAN,1093,5526,1,1
PAN,1676,5527,1,1
PAN,2108,5528,1,1
PAN,60,5529,1,1
PAN,176,5530,1,1
PAN,1727,5531,1,1
PAN,1559,5532,1,1
PAN,620,5533,1,1
PAN,2675,5534,1,1
PAN,2455,5535,1,1
PAN,1076,5536,1,1
PAN,279,5537,1,1
PAN,2213,5538,1,1
PAN,1694,5539,1,1
PAN,1721,5540,1,1
PAN,1187,5541,1,1
PAN,808,5542,1,1
PAN,1427,5543,1,1
PAN,558,5544,1,1
PAN,1138,5545,1,1
PAN,1391,5546,1,1
PAN,2741,5547,1,1
PAN,487,5548,1,1
PAN,678,5549,1,1
PAN,1456,5550,1,1
PAN,2327,5551,1,1
PAN,1705,5552,1,1
PAN,799,5553,1,1
PAN,1987,5554,1,1
PAN,828,5555,1,1
PAN,431,5556,1,1
PAN,2182,5557,1,1
PAN,1455,5558,1,1
PAN,418,5559,1,1
PAN,2669,5560,1,1
PAN,2387,5561,1,1
PAN,1665,5562,1,1
PAN,479,5563,1,1
PAN,262,5564,1,1
PAN,382,5565,1,1
PAN,2861,5566,1,1
PAN,2428,5567,1,1
PAN,1938,5568,1,1
PAN,1777,5569,1,1
PAN,1746,5570,1,1
PAN,2042,5571,1,1
PAN,2219,5572,1,1
PAN,1804,5573,1,1
PAN,1781,5574,1,1
PAN,2362,5575,1,1
PAN,789,5576,1,1
PAN,2415,5577,1,1
PAN,2310,5578,1,1
PAN,235,5579,1,1
PAN,114,5580,1,1
PAN,1655,5581,1,1
PAN,1024,5582,1,1
PAN,2678,5583,1,1
PAN,1599,5584,1,1
PAN,281,5585,1,1
PAN,906,5586,1,1
PAN,2759,5587,1,1
PAN,164,5588,1,1
PAN,993,5589,1,1
PAN,2975,5590,1,1
PAN,1845,5591,1,1
PAN,22,5592,1,1
PAN,101,5593,1,1
PAN,1569,5594,1,1
PAN,364,5595,1,1
PAN,2670,5596,1,1
PAN,1904,5597,1,1
PAN,2805,5598,1,1
PAN,1210,5599,1,1
PAN,821,5600,1,1
PAN,336,5601,1,1
PAN,937,5602,1,1
PAN,2788,5603,1,1
PAN,2762,5604,1,1
PAN,616,5605,1,1
PAN,876,5606,1,1
PAN,2948,5607,1,1
PAN,2512,5608,1,1
PAN,815,5609,1,1
PAN,503,5610,1,1
PAN,1887,5611,1,1
PAN,2482,5612,1,1
PAN,2734,5613,1,1
PAN,724,5614,1,1
PAN,2869,5615,1,1
PAN,2369,5616,1,1
PAN,34,5617,1,1
PAN,2130,5618,1,1
PAN,891,5619,1,1
PAN,2168,5620,1,1
PAN,838,5621,1,1
PAN,2015,5622,1,1
PAN,2964,5623,1,1
PAN,2608,5624,1,1
PAN,1160,5625,1,1
PAN,99,5626,1,1
PAN,2050,5627,1,1
PAN,448,5628,1,1
PAN,1896,5629,1,1
PAN,2408,5630,1,1
PAN,25,5631,1,1
PAN,1772,5632,1,1
PAN,2033,5633,1,1
PAN,1079,5634,1,1
PAN,1458,5635,1,1
PAN,366,5636,1,1
PAN,970,5637,1,1
PAN,463,5638,1,1
PAN,1903,5639,1,1
PAN,986,5640,1,1
PAN,636,5641,1,1
PAN,2237,5642,1,1
PAN,2596,5643,1,1
PAN,2297,5644,1,1
PAN,770,5645,1,1
PAN,2005,5646,1,1
PAN,1114,5647,1,1
PAN,2257,5648,1,1
PAN,1385,5649,1,1
PAN,1806,5650,1,1
PAN,1486,5651,1,1
PAN,2787,5652,1,1
PAN,1877,5653,1,1
PAN,2395,5654,1,1
PAN,939,5655,1,1
PAN,1010,5656,1,1
PAN,2699,5657,1,1
PAN,800,5658,1,1
PAN,224,5659,1,1
PAN,338,5660,1,1
PAN,1801,5661,1,1
PDN,831,5662,1,1
PDN,580,5663,1,1
PDN,1068,5664,1,1
PDN,1827,5665,1,1
PDN,2468,5666,1,1
PDN,2775,5667,1,1
PDN,2346,5668,1,1
PDN,1941,5669,1,1
PDN,2383,5670,1,1
PDN,2102,5671,1,1
PDN,2329,5672,1,1
PDN,891,5673,1,1
PDN,548,5674,1,1
PDN,2454,5675,1,1
PDN,2809,5676,1,1
PDN,1836,5677,1,1
PDN,1786,5678,1,1
PDN,1891,5679,1,1
PDN,2981,5680,1,1
PDN,2139,5681,1,1
PDN,2723,5682,1,1
PDN,2046,5683,1,1
PDN,2873,5684,1,1
PDN,2169,5685,1,1
PDN,945,5686,1,1
PDN,429,5687,1,1
PDN,2835,5688,1,1
PDN,718,5689,1,1
PDN,41,5690,1,1
PDN,9,5691,1,1
PDN,2255,5692,1,1
PDN,686,5693,1,1
PDN,1959,5694,1,1
PDN,1580,5695,1,1
PDN,2053,5696,1,1
PDN,2918,5697,1,1
PDN,2979,5698,1,1
PDN,2427,5699,1,1
PDN,410,5700,1,1
PDN,2930,5701,1,1
PDN,652,5702,1,1
PDN,1468,5703,1,1
PDN,43,5704,1,1
PDN,1864,5705,1,1
PDN,2841,5706,1,1
PDN,1391,5707,1,1
PDN,2135,5708,1,1
PDN,2982,5709,1,1
PDN,325,5710,1,1
PDN,2796,5711,1,1
PDN,69,5712,1,1
PDN,1920,5713,1,1
PDN,1606,5714,1,1
PDN,1905,5715,1,1
PDN,584,5716,1,1
PDN,798,5717,1,1
PDN,2526,5718,1,1
PDN,867,5719,1,1
PDN,1795,5720,1,1
PDN,486,5721,1,1
PDN,611,5722,1,1
PDN,11,5723,1,1
PDN,1537,5724,1,1
PDN,1522,5725,1,1
PDN,2048,5726,1,1
PDN,129,5727,1,1
PDN,1843,5728,1,1
PDN,915,5729,1,1
PDN,562,5730,1,1
PDN,2595,5731,1,1
PDN,757,5732,1,1
PDN,2194,5733,1,1
PDN,2268,5734,1,1
PDN,1821,5735,1,1
PDN,2009,5736,1,1
PDN,1487,5737,1,1
PDN,421,5738,1,1
PDN,1090,5739,1,1
PDN,1430,5740,1,1
PDN,1051,5741,1,1
PDN,2293,5742,1,1
PDN,1193,5743,1,1
